glyph_name,ps_name,USV,sort_final,in_neo
.notdef,.notdef,,1,Y
.null,.null,,2,Y
nonmarkingreturn,nonmarkingreturn,000D,3,Y
space,space,0020,4,Y
exclam,exclam,0021,5,Y
quotedbl,quotedbl,0022,6,Y
numbersign,numbersign,0023,7,Y
dollar,dollar,0024,8,Y
percent,percent,0025,9,Y
ampersand,ampersand,0026,10,Y
quotesingle,quotesingle,0027,11,Y
parenleft,parenleft,0028,12,Y
parenright,parenright,0029,13,Y
asterisk,asterisk,002A,14,Y
plus,plus,002B,15,Y
comma,comma,002C,16,Y
hyphen,hyphen,002D,17,Y
period,period,002E,18,Y
slash,slash,002F,19,Y
zero,zero,0030,20,Y
one,one,0031,21,Y
two,two,0032,22,Y
three,three,0033,23,Y
four,four,0034,24,Y
five,five,0035,25,Y
six,six,0036,26,Y
seven,seven,0037,27,Y
eight,eight,0038,28,Y
nine,nine,0039,29,Y
colon,colon,003A,30,Y
semicolon,semicolon,003B,31,Y
less,less,003C,32,Y
equal,equal,003D,33,Y
greater,greater,003E,34,Y
question,question,003F,35,Y
at,at,0040,36,Y
A,A,0041,37,Y
B,B,0042,38,Y
C,C,0043,39,Y
D,D,0044,40,Y
E,E,0045,41,Y
F,F,0046,42,Y
G,G,0047,43,Y
H,H,0048,44,Y
I,I,0049,45,Y
J,J,004A,46,Y
K,K,004B,47,Y
L,L,004C,48,Y
M,M,004D,49,Y
N,N,004E,50,Y
O,O,004F,51,Y
P,P,0050,52,Y
Q,Q,0051,53,Y
R,R,0052,54,Y
S,S,0053,55,Y
T,T,0054,56,Y
U,U,0055,57,Y
V,V,0056,58,Y
W,W,0057,59,Y
X,X,0058,60,Y
Y,Y,0059,61,Y
Z,Z,005A,62,Y
bracketleft,bracketleft,005B,63,Y
backslash,backslash,005C,64,Y
bracketright,bracketright,005D,65,Y
asciicircum,asciicircum,005E,66,Y
underscore,underscore,005F,67,Y
grave,grave,0060,68,Y
a,a,0061,69,Y
b,b,0062,70,Y
c,c,0063,71,Y
d,d,0064,72,Y
e,e,0065,73,Y
f,f,0066,74,Y
g,g,0067,75,Y
h,h,0068,76,Y
i,i,0069,77,Y
j,j,006A,78,Y
k,k,006B,79,Y
l,l,006C,80,Y
m,m,006D,81,Y
n,n,006E,82,Y
o,o,006F,83,Y
p,p,0070,84,Y
q,q,0071,85,Y
r,r,0072,86,Y
s,s,0073,87,Y
t,t,0074,88,Y
u,u,0075,89,Y
v,v,0076,90,Y
w,w,0077,91,Y
x,x,0078,92,Y
y,y,0079,93,Y
z,z,007A,94,Y
braceleft,braceleft,007B,95,Y
bar,bar,007C,96,Y
braceright,braceright,007D,97,Y
asciitilde,asciitilde,007E,98,Y
uni007F,uni007F,007F,99,Y
nbspace,uni00A0,00A0,100,Y
exclamdown,exclamdown,00A1,101,Y
cent,cent,00A2,102,Y
sterling,sterling,00A3,103,Y
currency,currency,00A4,104,Y
yen,yen,00A5,105,Y
brokenbar,brokenbar,00A6,106,Y
section,section,00A7,107,Y
dieresis,dieresis,00A8,108,Y
copyright,copyright,00A9,109,Y
ordfeminine,ordfeminine,00AA,110,Y
guillemotleft,guillemotleft,00AB,111,Y
logicalnot,logicalnot,00AC,112,Y
softhyphen,sfthyphen,00AD,113,Y
registered,registered,00AE,114,Y
macron,macron,00AF,115,Y
degree,degree,00B0,116,Y
plusminus,plusminus,00B1,117,Y
twosuperior,twosuperior,00B2,118,Y
threesuperior,threesuperior,00B3,119,Y
acute,acute,00B4,120,Y
mu,mu,00B5,121,Y
paragraph,paragraph,00B6,122,Y
periodcentered,periodcentered,00B7,123,Y
cedilla,cedilla,00B8,124,Y
onesuperior,onesuperior,00B9,125,Y
ordmasculine,ordmasculine,00BA,126,Y
guillemotright,guillemotright,00BB,127,Y
onequarter,onequarter,00BC,128,Y
onehalf,onehalf,00BD,129,Y
threequarters,threequarters,00BE,130,Y
questiondown,questiondown,00BF,131,Y
Agrave,Agrave,00C0,132,Y
Aacute,Aacute,00C1,133,Y
Acircumflex,Acircumflex,00C2,134,Y
Atilde,Atilde,00C3,135,Y
Adieresis,Adieresis,00C4,136,Y
Aring,Aring,00C5,137,Y
AE,AE,00C6,138,Y
Ccedilla,Ccedilla,00C7,139,Y
Egrave,Egrave,00C8,140,Y
Eacute,Eacute,00C9,141,Y
Ecircumflex,Ecircumflex,00CA,142,Y
Edieresis,Edieresis,00CB,143,Y
Igrave,Igrave,00CC,144,Y
Iacute,Iacute,00CD,145,Y
Icircumflex,Icircumflex,00CE,146,Y
Idieresis,Idieresis,00CF,147,Y
Eth,Eth,00D0,148,Y
Ntilde,Ntilde,00D1,149,Y
Ograve,Ograve,00D2,150,Y
Oacute,Oacute,00D3,151,Y
Ocircumflex,Ocircumflex,00D4,152,Y
Otilde,Otilde,00D5,153,Y
Odieresis,Odieresis,00D6,154,Y
multiply,multiply,00D7,155,Y
Oslash,Oslash,00D8,156,Y
Ugrave,Ugrave,00D9,157,Y
Uacute,Uacute,00DA,158,Y
Ucircumflex,Ucircumflex,00DB,159,Y
Udieresis,Udieresis,00DC,160,Y
Yacute,Yacute,00DD,161,Y
Thorn,Thorn,00DE,162,Y
germandbls,germandbls,00DF,163,Y
agrave,agrave,00E0,164,Y
aacute,aacute,00E1,165,Y
acircumflex,acircumflex,00E2,166,Y
atilde,atilde,00E3,167,Y
adieresis,adieresis,00E4,168,Y
aring,aring,00E5,169,Y
ae,ae,00E6,170,Y
ccedilla,ccedilla,00E7,171,Y
egrave,egrave,00E8,172,Y
eacute,eacute,00E9,173,Y
ecircumflex,ecircumflex,00EA,174,Y
edieresis,edieresis,00EB,175,Y
igrave,igrave,00EC,176,Y
iacute,iacute,00ED,177,Y
icircumflex,icircumflex,00EE,178,Y
idieresis,idieresis,00EF,179,Y
eth,eth,00F0,180,Y
ntilde,ntilde,00F1,181,Y
ograve,ograve,00F2,182,Y
oacute,oacute,00F3,183,Y
ocircumflex,ocircumflex,00F4,184,Y
otilde,otilde,00F5,185,Y
odieresis,odieresis,00F6,186,Y
divide,divide,00F7,187,Y
oslash,oslash,00F8,188,Y
ugrave,ugrave,00F9,189,Y
uacute,uacute,00FA,190,Y
ucircumflex,ucircumflex,00FB,191,Y
udieresis,udieresis,00FC,192,Y
yacute,yacute,00FD,193,Y
thorn,thorn,00FE,194,Y
ydieresis,ydieresis,00FF,195,Y
Abreve,Abreve,0102,196,Y
abreve,abreve,0103,197,Y
Ebreve,Ebreve,0114,198,Y
ebreve,ebreve,0115,199,Y
Ibreve,Ibreve,012C,200,Y
ibreve,ibreve,012D,201,Y
dotlessi,dotlessi,0131,202,Y
Eng,Eng,014A,203,Y
eng,eng,014B,204,Y
Obreve,Obreve,014E,205,Y
obreve,obreve,014F,206,Y
OE,OE,0152,207,Y
oe,oe,0153,208,Y
Scaron,Scaron,0160,209,Y
scaron,scaron,0161,210,Y
Ubreve,Ubreve,016C,211,Y
ubreve,ubreve,016D,212,Y
Ydieresis,Ydieresis,0178,213,Y
Zcaron,Zcaron,017D,214,Y
zcaron,zcaron,017E,215,Y
Ereversed,Ereversed,018E,216,Y
Schwa,Schwa,018F,217,Y
florin,florin,0192,218,Y
uni0194,uni0194,0194,219,Y
eturned,eturned,01DD,220,Y
dotlessj,uni0237,0237,221,Y
schwa,schwa,0259,222,Y
gammalatin,gammalatinsmall,0263,223,Y
circumflex,circumflex,02C6,224,Y
caron,caron,02C7,225,Y
colontriangularmod,colontriangularmod,02D0,226,Y
breve,breve,02D8,227,Y
dotaccent,dotaccent,02D9,228,Y
ring,ring,02DA,229,Y
ogonek,ogonek,02DB,230,Y
tilde,tilde,02DC,231,Y
hungarumlaut,hungarumlaut,02DD,232,Y
gravecomb,gravecomb,0300,233,Y
acutecomb,acutecomb,0301,234,Y
circumflexcmb,circumflexcmb,0302,235,Y
tildecomb,tildecomb,0303,236,Y
macroncmb,macroncmb,0304,237,Y
overlinecmb,overlinecmb,0305,238,Y
brevecmb,brevecmb,0306,239,Y
dotaccentcmb,dotaccentcmb,0307,240,Y
dieresiscmb,dieresiscmb,0308,241,Y
ringcmb,ringcmb,030A,242,Y
hungarumlautcmb,hungarumlautcmb,030B,243,Y
caroncmb,caroncmb,030C,244,Y
dotbelowcmb,dotbelowcmb,0323,245,Y
cedillacmb,cedillacmb,0327,246,Y
ogonekcmb,ogonekcmb,0328,247,Y
CGJ,uni034F,034F,248,Y
pi,pi,03C0,249,Y
Bdotbelow,Bdotbelow,1E04,250,Y
bdotbelow,bdotbelow,1E05,251,Y
Ddotbelow,Ddotbelow,1E0C,252,Y
ddotbelow,ddotbelow,1E0D,253,Y
Hdotbelow,Hdotbelow,1E24,254,Y
hdotbelow,hdotbelow,1E25,255,Y
Kdotbelow,Kdotbelow,1E32,256,Y
kdotbelow,kdotbelow,1E33,257,Y
Ldotbelow,Ldotbelow,1E36,258,Y
ldotbelow,ldotbelow,1E37,259,Y
Mdotbelow,Mdotbelow,1E42,260,Y
mdotbelow,mdotbelow,1E43,261,Y
Ndotbelow,Ndotbelow,1E46,262,Y
ndotbelow,ndotbelow,1E47,263,Y
Rdotbelow,Rdotbelow,1E5A,264,Y
rdotbelow,rdotbelow,1E5B,265,Y
Sdotbelow,Sdotbelow,1E62,266,Y
sdotbelow,sdotbelow,1E63,267,Y
Tdotbelow,Tdotbelow,1E6C,268,Y
tdotbelow,tdotbelow,1E6D,269,Y
Wdotbelow,Wdotbelow,1E88,270,Y
wdotbelow,wdotbelow,1E89,271,Y
Zdotbelow,Zdotbelow,1E92,272,Y
zdotbelow,zdotbelow,1E93,273,Y
Ydotbelow,Ydotbelow,1EF4,274,Y
ydotbelow,ydotbelow,1EF5,275,Y
enquad,uni2000,2000,276,Y
emquad,uni2001,2001,277,Y
enspace,uni2002,2002,278,Y
emspace,uni2003,2003,279,Y
threeperemspace,uni2004,2004,280,Y
fourperemspace,uni2005,2005,281,Y
sixperemspace,uni2006,2006,282,Y
figurespace,uni2007,2007,283,Y
punctuationspace,uni2008,2008,284,Y
thinspace,uni2009,2009,285,Y
hairspace,uni200A,200A,286,Y
zerowidthspace,zerowidthspace,200B,287,Y
zerowidthnonjoiner,zerowidthnonjoiner,200C,288,Y
zerowidthjoiner,uni200D,200D,289,Y
lefttorightmark,uni200E,200E,290,Y
righttoleftmark,uni200F,200F,291,Y
hyphentwo,hyphentwo,2010,292,Y
nonbreakinghyphen,nonbreakinghyphen,2011,293,Y
figuredash,figuredash,2012,294,Y
endash,endash,2013,295,Y
emdash,emdash,2014,296,Y
horizontalbar,uni2015,2015,297,Y
quoteleft,quoteleft,2018,298,Y
quoteright,quoteright,2019,299,Y
quotesinglbase,quotesinglbase,201A,300,Y
quotedblleft,quotedblleft,201C,301,Y
quotedblright,quotedblright,201D,302,Y
quotedblbase,quotedblbase,201E,303,Y
dagger,dagger,2020,304,Y
daggerdbl,daggerdbl,2021,305,Y
bullet,bullet,2022,306,Y
ellipsis,ellipsis,2026,307,Y
hyphenationpoint,uni2027,2027,308,Y
lineseparator,uni2028,2028,309,Y
paragraphseparator,uni2029,2029,310,Y
lefttorightembedding,uni202A,202A,311,Y
righttoleftembedding,uni202B,202B,312,Y
popdirectionalformatting,uni202C,202C,313,Y
lefttorightoverride,uni202D,202D,314,Y
righttoleftoverride,uni202E,202E,315,Y
narrownbspace,uni202F,202F,316,Y
perthousand,perthousand,2030,317,Y
guilsinglleft,guilsinglleft,2039,318,Y
guilsinglright,guilsinglright,203A,319,Y
fraction,fraction,2044,320,Y
wordjoiner,uni2060,2060,321,Y
foursuperior,foursuperior,2074,322,Y
Euro,Euro,20AC,323,Y
trademark,trademark,2122,324,Y
Omega,Omega,2126,325,Y
partialdiff,partialdiff,2202,326,Y
Delta,Delta,2206,327,Y
product,product,220F,328,Y
summation,summation,2211,329,Y
minus,minus,2212,330,Y
divisionslash,divisionslash,2215,331,Y
bulletoperator,bulletoperator,2219,332,Y
radical,radical,221A,333,Y
infinity,infinity,221E,334,Y
integral,integral,222B,335,Y
approxequal,approxequal,2248,336,Y
notequal,notequal,2260,337,Y
lessequal,lessequal,2264,338,Y
greaterequal,greaterequal,2265,339,Y
uni2423,uni2423,2423,340,Y
lozenge,lozenge,25CA,341,Y
circledotted,circledotted,25CC,342,Y
ya-tifi.neo,uni2D30,2D30,2300.05,Y
yab-tifi,uni2D31,2D31,2301,Y
yabh-tifi,uni2D32,2D32,2302,Y
yag-tifi,uni2D33,2D33,2303,Y
yagLabializationMarkLig-tifi,uni2D33_uni2D6F,,2303.9,Y
yaghh-tifi,uni2D34,2D34,2304,Y
yajBerberAcademy-tifi,uni2D35,2D35,2305,Y
yaj-tifi,uni2D36,2D36,2306,Y
yad-tifi,uni2D37,2D37,2307,Y
yadh-tifi,uni2D38,2D38,2308,Y
yadd-tifi,uni2D39,2D39,2309,Y
yaddh-tifi,uni2D3A,2D3A,2310,Y
yey-tifi,uni2D3B,2D3B,2311,Y
yaf-tifi.neo,uni2D3C,2D3C,2312.05,Y
yak-tifi,uni2D3D,2D3D,2313,Y
yakLabializationMarkLig-tifi,uni2D3D_uni2D6F,,2313.9,Y
yakTuareg-tifi,uni2D3E,2D3E,2314,Y
yakhh-tifi,uni2D3F,2D3F,2315,Y
yah-tifi,uni2D40,2D40,2400,Y
yahBerberAcademy-tifi,uni2D41,2D41,2401,Y
yahTuareg-tifi,uni2D42,2D42,2402,Y
yahh-tifi,uni2D43,2D43,2403,Y
yaa-tifi,uni2D44,2D44,2404,Y
yakh-tifi,uni2D45,2D45,2405,Y
yakhLabializationMarkLig-tifi,uni2D45_uni2D6F,,2405.9,Y
yakhTuareg-tifi,uni2D46,2D46,2406,Y
yaq-tifi,uni2D47,2D47,2407,Y
yaqLabializationMarkLig-tifi,uni2D47_uni2D6F,,2407.9,Y
yaqTuareg-tifi,uni2D48,2D48,2408,Y
yi-tifi,uni2D49,2D49,2409,Y
yazh-tifi,uni2D4A,2D4A,2410,Y
yazhAhaggar-tifi,uni2D4B,2D4B,2411,Y
yazhTuareg-tifi,uni2D4C,2D4C,2412,Y
yal-tifi.neo,uni2D4D,2D4D,2413.05,Y
yam-tifi,uni2D4E,2D4E,2414,Y
yan-tifi,uni2D4F,2D4F,2415,Y
yagnTuareg-tifi,uni2D50,2D50,2500,Y
yangTuareg-tifi,uni2D51,2D51,2501,Y
yap-tifi,uni2D52,2D52,2502,Y
yu-tifi.neo,uni2D53,2D53,2503.05,Y
yar-tifi,uni2D54,2D54,2504,Y
yarr-tifi,uni2D55,2D55,2505,Y
yagh-tifi,uni2D56,2D56,2506,Y
yaghLabializationMarkLig-tifi,uni2D56_uni2D6F,,2506.9,Y
yaghTuareg-tifi,uni2D57,2D57,2507,Y
yaghAyer-tifi,uni2D58,2D58,2508,Y
yas-tifi,uni2D59,2D59,2509,Y
yass-tifi.neo,uni2D5A,2D5A,2510.05,Y
yash-tifi.neo,uni2D5B,2D5B,2511.05,Y
yat-tifi.neo,uni2D5C,2D5C,2512.05,Y
yath-tifi,uni2D5D,2D5D,2513,Y
yach-tifi,uni2D5E,2D5E,2514,Y
yatt-tifi,uni2D5F,2D5F,2515,Y
yav-tifi,uni2D60,2D60,2600,Y
yaw-tifi,uni2D61,2D61,2601,Y
yay-tifi,uni2D62,2D62,2602,Y
yaz-tifi,uni2D63,2D63,2603,Y
yazTawellemet-tifi,uni2D64,2D64,2604,Y
yazz-tifi,uni2D65,2D65,2605,Y
ye-tifi,uni2D66,2D66,2606,Y
yo-tifi,uni2D67,2D67,2607,Y
LabializationMark-tifi,uni2D6F,2D6F,2615,Y
separator-tifi,uni2D70,2D70,2700,Y
consonantjoiner-tifi,uni2D7F,2D7F,2715,Y
uniFE00,uniFE00,FE00,4001,Y
uniFE01,uniFE01,FE01,4002,Y
uniFE02,uniFE02,FE02,4003,Y
uniFE03,uniFE03,FE03,4004,Y
uniFE04,uniFE04,FE04,4005,Y
uniFE05,uniFE05,FE05,4006,Y
uniFE06,uniFE06,FE06,4007,Y
uniFE07,uniFE07,FE07,4008,Y
uniFE08,uniFE08,FE08,4009,Y
uniFE09,uniFE09,FE09,4010,Y
uniFE0A,uniFE0A,FE0A,4011,Y
uniFE0B,uniFE0B,FE0B,4012,Y
uniFE0C,uniFE0C,FE0C,4013,Y
uniFE0D,uniFE0D,FE0D,4014,Y
uniFE0E,uniFE0E,FE0E,4015,Y
uniFE0F,uniFE0F,FE0F,4016,Y
uniFEFF,uniFEFF,FEFF,4017,Y
uniFFFC,uniFFFC,FFFC,4018,Y
uniFFFD,uniFFFD,FFFD,4019,Y
fi,fi,FB01,5001,Y
fl,fl,FB02,5002,Y
gravecmb.cap,gravecmb.cap,,5004,Y
acutecmb.cap,acutecmb.cap,,5005,Y
circumflexcmb.cap,circumflexcmb.cap,,5006,Y
tildecmb.cap,tildecmb.cap,,5007,Y
brevecmb.cap,brevecmb.cap,,5008,Y
dieresiscmb.cap,dieresiscmb.cap,,5009,Y
ringcmb.cap,ringcmb.cap,,5010,Y
caroncmb.cap,caroncmb.cap,,5011,Y
cedillacmb.cap,cedillacmb.cap,,5012,Y
a.sups,a.sups,,5013,Y
o.sups,o.sups,,5014,Y
zero.dnom,zero.dnom,,5015,Y
one.dnom,one.dnom,,5016,Y
two.dnom,two.dnom,,5017,Y
three.dnom,three.dnom,,5018,Y
four.dnom,four.dnom,,5019,Y
_AltIndicator,_AltIndicator,,9501,Y
_Circle_Small,_Circle_Small,,9502,Y
_DotWide,_DotWide,,9503,Y
_DotWideDiag,_DotWideDiag,,9504,Y
_Dot,_Dot,,9505,Y
_VerticalOval,_VerticalOval,,9506,Y
_VerticalBar,_VerticalBar,,9507,Y
_VerticalBarJoining,_VerticalBarJoining,,9508,Y
_VerticalBarShortTop,_VerticalBarShortTop,,9509,Y
_VerticalBarShortForTopDots,_VerticalBarShortForTopDots,,9510,Y
_VerticalBarShort,_VerticalBarShort,,9511,Y
_VerticalBarMedLong,_VerticalBarMedLong,,9512,Y
_VerticalBarMedium,_VerticalBarMedium,,9513,Y
_VerticalBarSmall,_VerticalBarSmall,,9514,Y
_HorizontalBar,_HorizontalBar,,9515,Y
_HorizontalBarMed,_HorizontalBarMed,,9516,Y
_HorizontalBarMedShort,_HorizontalBarMedShort,,9517,Y
_HorizontalBarMedShort1.5,_HorizontalBarMedShort1.5,,9518,Y
_HorizontalBarMedShort2,_HorizontalBarMedShort2,,9519,Y
_Plus,_Plus,,9520,Y
_PlusLong,_PlusLong,,9521,Y
_PlusVeryLong,_PlusVeryLong,,9522,Y
_PlusHorizontal,_PlusHorizontal,,9523,Y
_PlusVertical,_PlusVertical,,9524,Y
_PlusMedium,_PlusMedium,,9525,Y
_PlusMediumHorizontal,_PlusMediumHorizontal,,9526,Y
_PlusMediumExtended,_PlusMediumExtended,,9527,Y
_PlusSmall,_PlusSmall,,9528,Y
_k,_k,,9529,Y
_Plus.rtl,_Plus.rtl,,9530,Y
_PlusLong.rtl,_PlusLong.rtl,,9531,Y
_PlusVeryLong.rtl,_PlusVeryLong.rtl,,9532,Y
_PlusMediumExtended.rtl,_PlusMediumExtended.rtl,,9533,Y
